date,tot_rt,tot_rt_adj,u35_rt,u35_rt_adj
1994-01-01,4.12634284935632,4.13454310335855,1.70140079647734,1.70007508700287
1994-02-01,4.27866575911486,4.27951599830509,1.9257319247243,1.92305842196209
1994-03-01,4.36787094829044,4.36542987313825,2.0392100212661,2.03441560178062
1994-04-01,4.36993270999704,4.36071670170665,2.00445294978088,1.99692822704128
1994-05-01,4.45184922464213,4.44693182334737,2.02690676339636,2.02490785261121
1994-06-01,4.51355941330966,4.50420368495354,2.06905348988371,2.07048732641646
1994-07-01,4.53395057980177,4.53228921276679,2.1098047271584,2.11120986598602
1994-08-01,4.49876625868186,4.49570591953625,2.12300946658952,2.12709813605382
1994-09-01,4.39209108995303,4.38678013734263,1.96635070396484,1.96883133498459
1994-10-01,4.40686388742182,4.39874515698875,2.00462422084735,2.00291309765239
1994-11-01,4.45927897052255,4.44842265186766,1.93917534431586,1.93865914897109
1994-12-01,4.46410461160867,4.44757743817217,1.91330673197728,1.91310311114806
1995-01-01,4.51535558104564,4.49909407039498,2.00970395473639,2.01124466681295
1995-02-01,4.53709241165137,4.51649961256261,2.03876149258398,2.03997957784408
1995-03-01,4.54474232744915,4.5211622017543,2.00406638583227,2.00774823792
1995-04-01,4.67767929768531,4.64238075100581,2.18358754112483,2.17429691683407
1995-05-01,4.60763538158928,4.57590001817965,2.05073540346442,2.05760969619925
1995-06-01,4.67861802658441,4.63966497034838,2.1015407389017,2.10197305446029
1995-07-01,4.65709956788075,4.6194327553605,2.05234801556877,2.04997722737447
1995-08-01,4.71918956946119,4.68244325613928,2.12717541016961,2.12300725594394
1995-09-01,4.59090154727177,4.5337221833138,2.00724653815938,2.0023608243224
1995-10-01,4.6023860715885,4.55153721311972,2.05241144439794,2.05380911496661
1995-11-01,4.61053547176672,4.55966322589902,2.02989877041878,2.03811616368663
1995-12-01,4.7550259981223,4.69145879864925,2.20630557889857,2.21104564033539
1996-01-01,4.66155109299621,4.6021949824212,2.0578225931372,2.07037832914262
1996-02-01,4.58313905088352,4.52212137937447,1.91264895499693,1.92380899743331
1996-03-01,4.58409622649685,4.52020269870464,1.97804834377776,1.98702847671303
1996-04-01,4.51485946937073,4.44564487471947,1.96386177527319,1.96678587989353
1996-05-01,4.4847108443225,4.41957307091169,1.90703288497657,1.91742745586453
1996-06-01,4.46162159079777,4.40024650658708,1.90400176311614,1.91071903558365
1996-07-01,4.40049894952585,4.35157698622013,1.91211004533804,1.91995523741397
1996-08-01,4.42524062322258,4.37137234130036,1.77137067778862,1.79102326213043
1996-09-01,4.59648437560074,4.52981365760018,1.97011106294244,1.98020868349895
1996-10-01,4.55081255515312,4.48131786268758,1.95154072967021,1.96142601286408
1996-11-01,4.54802065727112,4.47252841646605,2.00797991052087,2.02530550700415
1996-12-01,4.52513671126117,4.44877806567707,1.96582158006796,1.9801910039646
1997-01-01,4.46064912651202,4.39036671809376,1.97113030451785,1.98310859956582
1997-02-01,4.5366993674835,4.46339427953609,2.01998982260708,2.0384621170326
1997-03-01,4.47820677047304,4.40052546554672,1.90695784121659,1.92411227981484
1997-04-01,4.47735405606684,4.40626946061137,1.92540632360629,1.94561857283842
1997-05-01,4.50846636841401,4.43465518459938,2.03450686154101,2.05139241261271
1997-06-01,4.45968899939176,4.39409350157121,2.0388015045069,2.06825045751979
1997-07-01,4.46928177611708,4.39078663444624,2.01307213442268,2.03658833813973
1997-08-01,4.44943381455191,4.35937211053954,1.93080593443247,1.95737523210172
1997-09-01,4.50965452444323,4.41426625641511,2.04800899403115,2.0796644390527
1997-10-01,4.55335287103109,4.46429206028454,1.90966794432508,1.93840467509297
1997-11-01,4.51641737706685,4.41623388728,1.94425636048505,1.96113343048479
1997-12-01,4.5684039739225,4.46970787542839,1.99725473952199,2.01343524974798
1998-01-01,4.6171245165069,4.50818808494871,1.98589438954626,2.00272363978836
1998-02-01,4.57237844820599,4.46259568380137,1.93903133543962,1.9638546918321
1998-03-01,4.60197807326735,4.48525869770681,2.08090407595211,2.10746174466091
1998-04-01,4.5968378573686,4.47754161950745,2.07474191877193,2.09889655906719
1998-05-01,4.56183495196634,4.4378439667739,2.05232967973847,2.08142591168038
1998-06-01,4.57043469431644,4.42952392139296,1.91952477272141,1.94639451509796
1998-07-01,4.51411627015072,4.38154237502757,1.89892159747768,1.92208562715065
1998-08-01,4.53760503621544,4.40961266032267,1.94687227043801,1.98428527678231
1998-09-01,4.51378048746724,4.38127734983257,1.97887222232107,2.00557173436979
1998-10-01,4.43280384936629,4.30671412275631,2.0167239128875,2.04242781322959
1998-11-01,4.51484222457499,4.38321387797616,2.04022032145618,2.06766572740626
1998-12-01,4.48087179944813,4.3402029833354,1.90010681590151,1.93094721159827
1999-01-01,4.49089270997518,4.35376149056788,1.88706036429925,1.91823885603133
1999-02-01,4.52968132184489,4.39635936594012,1.97356928375968,2.00615221237889
1999-03-01,4.63659833503054,4.48814355695449,1.98201453690317,2.02461265429537
1999-04-01,4.54146402160474,4.39752198094714,1.88006566891348,1.90350001439016
1999-05-01,4.57686809368752,4.43368218699905,1.84651706641129,1.87432115936816
1999-06-01,4.54935672515852,4.39812309429044,1.87427503259477,1.90838944425667
1999-07-01,4.62013091999373,4.46079256854267,1.85813133916511,1.88992311178258
1999-08-01,4.56940569284906,4.42277728614244,2.03526386173458,2.07460761941121
