date,Age16plus,Age16plusADJ
1997-01-01,6.622213278431563,6.604418243369368
1997-02-01,5.766844459025481,5.705764994380814
1997-03-01,6.108610844434664,6.011146216149248
1997-04-01,6.091704793618504,6.059777238968667
1997-05-01,5.214029213619999,5.300689894088638
1997-06-01,5.61441177973034,5.680722470379778
1997-07-01,5.303067174896528,5.209401994506985
1997-08-01,4.280699496924158,4.271540317653954
1997-09-01,5.53014959809535,5.631132094940006
1997-10-01,6.010926745357236,5.834332286533767
1997-11-01,7.159664783826909,7.201938576874641
1997-12-01,6.196552248743411,6.207937481857451
1998-01-01,6.659608256816167,6.775839460691688
1998-02-01,5.887346830809426,5.9773779190848995
1998-03-01,6.195225783057,6.300765759075048
1998-04-01,5.921253618679467,5.98950643031674
1998-05-01,6.065751044318257,6.179907090928605
1998-06-01,7.072644192908868,7.214151171474563
1998-07-01,6.068914412110883,6.208934923063798
1998-08-01,6.553069452449408,6.667091803253477
1998-09-01,6.875146333449204,6.913719980017833
1998-10-01,6.200948970867703,6.046199461966051
1998-11-01,5.549110208047755,5.602225932343605
1998-12-01,5.277089094990428,5.464404952832388
1999-01-01,5.046343241313446,5.167398938555455
1999-02-01,5.093436948556928,5.105885257724204
1999-03-01,4.882305685197929,4.961978891834315
1999-04-01,5.6489034194030125,5.576591565147252
1999-05-01,7.181186842193937,7.325731337068037
1999-06-01,5.37060449136139,5.489432086571489
1999-07-01,4.370449499328526,4.414961035853603
1999-08-01,5.42957201752866,5.529826699967401
1999-09-01,7.058250602228833,7.106381729437701
1999-10-01,6.085520793739022,6.364034129149553
1999-11-01,6.116061022658433,6.340719527549335
1999-12-01,5.3609170032361675,5.530033375108922
2000-01-01,4.987936088713331,5.180117695712114
2000-02-01,5.4293037453282995,5.631663639139447
2000-03-01,7.132612001709417,7.3332565923679205
2000-04-01,6.467423020718874,6.599677717472913
2000-05-01,6.1658342915083715,6.372053609459562
2000-06-01,5.580582002668418,5.579458344317518
2000-07-01,4.710520210348969,4.646221325198422
2000-08-01,6.28177842648933,6.493491556987209
2000-09-01,7.325316901924222,7.502535480235313
2000-10-01,6.555943160905341,6.633264239923514
2000-11-01,6.639194141740896,6.644356887381318
2000-12-01,6.462457894164494,6.604214799298942
2001-01-01,5.15877511110813,5.125731475762623
2001-02-01,5.230370868378333,5.397487417378496
2001-03-01,6.011094427039019,6.168709676706084
2001-04-01,6.124035471388639,6.247301552146033
2001-05-01,5.613688025371357,5.8021363860925055
2001-06-01,4.610701604463601,4.8820800215147
2001-07-01,5.590367223452142,5.704983270165069
2001-08-01,5.088538579621062,5.237062776015881
2001-09-01,6.257765815088236,6.5724468010569606
2001-10-01,6.059043989830693,6.3730284846104155
2001-11-01,6.896825799275224,7.097296899582672
2001-12-01,7.011664604226725,7.418104683170962
2002-01-01,5.107576808020699,5.307334044146504
2002-02-01,6.360657680712897,6.566905624761965
2002-03-01,5.530133494547041,5.75576025454267
2002-04-01,5.426518787419241,5.661921072637646
2002-05-01,5.987871057446678,6.248181303144462
2002-06-01,5.870279077518173,6.072265031582196
2002-07-01,6.020314449078936,6.282497416569245
2002-08-01,6.372318336050439,6.641442382051893
2002-09-01,6.458279260564479,6.483933205327111
2002-10-01,6.458622288261308,6.458395564896382
2002-11-01,5.344112885510506,5.488887258555105
2002-12-01,6.114768455364407,6.391950514138355
2003-01-01,4.9976897262764775,5.20006418056767
2003-02-01,5.664741787918987,6.000272918452955
2003-03-01,5.404212125264039,5.685496893959817
2003-04-01,5.734578033088832,6.048391271848581
2003-05-01,6.937231204329515,7.235177397791405
