date,Age16plus,Age16plusADJ
2003-06-01,6.017768634001507,6.5532726633028755
2003-07-01,4.110285288494865,4.3303351341557335
2003-08-01,5.849225986866247,5.944139584922753
2003-09-01,5.538788512975557,5.676492361298749
2003-10-01,5.268227540243515,5.32975574849414
2003-11-01,6.146378134366931,6.542261496162116
2003-12-01,6.194033687053542,6.561195897805984
2004-01-01,4.33839876803514,4.589922355466457
2004-02-01,5.15452332238328,5.334610260842573
2004-03-01,5.322607079438281,5.560004959769596
2004-04-01,5.582009606249261,5.860541934218698
2004-05-01,6.366827762136,6.876050186222201
2004-06-01,6.541847666523333,7.096552770593843
2004-07-01,4.8660339384216185,5.195982472230085
2004-08-01,6.422954849870043,6.652087866913161
2004-09-01,6.612982420837985,6.712273720579503
2004-10-01,6.03394891973455,6.350305377789307
2004-11-01,6.232795450358755,6.705108575445641
2004-12-01,6.329566688090468,6.617676152382628
2005-01-01,5.014131075007867,5.418353131151238
2005-02-01,5.679813238488803,5.860252591560721
2005-03-01,4.878556135103828,5.0238214048793575
2005-04-01,5.644840641311099,5.968706721764834
2005-05-01,4.260711399941552,4.386770329147588
2005-06-01,4.022530468684335,4.278641769676488
2005-07-01,4.5706789611637895,4.455726959999663
2005-08-01,6.401361140844683,6.577174056144687
2005-09-01,5.108359688536493,5.2864405722016405
2005-10-01,6.051694516222636,6.219525446767259
2005-11-01,4.974368929953393,4.997548183825624
2005-12-01,6.212344224457918,6.689315210796015
2006-01-01,5.591932196252072,5.7430168208629775
2006-02-01,5.722269188273523,6.207383590866952
2006-03-01,4.986948082102142,5.3586851864843945
2006-04-01,6.106745566071237,6.546527129678145
2006-05-01,5.702085205447868,6.097913126418952
2006-06-01,5.5021895827574845,6.190891129687373
2006-07-01,6.187560619503361,6.667246082738264
2006-08-01,5.752002765307571,6.0128367734983215
2006-09-01,6.043814997503919,6.3008250569367386
2006-10-01,5.843060589893296,5.941099890564812
2006-11-01,6.478389394977207,6.9546902662759935
2006-12-01,5.946374636022226,6.135839683917011
2007-01-01,6.989371780274863,7.489407273280476
2007-02-01,7.79763635849743,8.187500902668408
2007-03-01,6.612035541059817,7.020447006363713
2007-04-01,5.096755282774548,5.421744754556227
2007-05-01,4.67925573481998,4.852909053602053
2007-06-01,4.599584390560744,4.893748030826328
2007-07-01,6.075529734699937,6.354595186217543
2007-08-01,5.572873614059554,5.967060875475323
2007-09-01,5.046211747325864,5.487080736436108
2007-10-01,6.25441266451166,6.879669208287
2007-11-01,4.906280516841382,5.438440438137012
2007-12-01,5.977569978294098,6.372097106927037
2008-01-01,5.84038427942536,6.115168534364723
2008-02-01,5.83968067491144,6.102200826939775
2008-03-01,5.662287199277037,5.962747696376716
2008-04-01,4.591828869298354,4.621476635484956
2008-05-01,4.880652394072465,4.79372434076868
2008-06-01,6.299716131236332,6.4247791651747015
2008-07-01,5.968480966483025,6.216864228991888
2008-08-01,5.196368580017239,5.753691959462086
2008-09-01,4.756125698593224,5.010301281906355
2008-10-01,5.258706048671306,5.725675024045987
2008-11-01,5.50855836013401,6.083190722412519
2008-12-01,4.446330257825971,4.591737716766954
2009-01-01,5.487462343604683,5.7666626692640115
2009-02-01,5.67850534361232,5.952866992323222
2009-03-01,4.449836108408247,4.72529696550721
2009-04-01,4.358892895105098,4.680368033407509
2009-05-01,4.420925171909474,4.608363567794486
2009-06-01,4.345715006123979,4.877611837813819
2009-07-01,3.6980289938373616,4.088924416548786
2009-08-01,5.628364004534947,6.35408610109724
2009-09-01,5.407866591058504,6.006965213650991
2009-10-01,4.2347702048843425,4.599187737410902
2009-11-01,4.284235022720159,4.531130934280484
2009-12-01,4.655864442193683,4.8019902322698425
2010-01-01,2.6352473378545263,2.6533974489898866
2010-02-01,3.732812211028596,3.9280118270607485
2010-03-01,3.672854841772359,3.671422188671432
2010-04-01,3.416200379872445,3.4799951267999383
2010-05-01,3.8186265746352808,4.136307189017566
2010-06-01,3.5843922704846465,3.8461947008925947
2010-07-01,3.4874802648849332,3.834101272962847
2010-08-01,3.9526739044618293,4.435917033680887
2010-09-01,4.374100184347659,4.652698634143004
2010-10-01,4.339568956527772,4.497663622659682
2010-11-01,4.271724899385363,4.486601047669124
2010-12-01,4.646763423169573,5.008787137487141
2011-01-01,3.6356448051270585,3.8880917125980443
2011-02-01,3.8329825474858685,4.280539469989156
2011-03-01,3.701221777103423,3.985451903813143
2011-04-01,3.964778254914012,4.387537625285101
2011-05-01,4.710348186949866,5.305902889846251
2011-06-01,4.289830231687711,4.691982911943001
2011-07-01,4.620292490171827,4.860388766952922
2011-08-01,4.184051086381533,4.590461247193958
2011-09-01,4.0569347148691435,4.45757920727149
2011-10-01,4.370179398317878,4.681827322132791
2011-11-01,4.576862609865446,5.140543901763678
2011-12-01,4.240469452067845,4.709373284106311
2012-01-01,3.9466336234178403,4.400587911669358
2012-02-01,4.10520196752243,4.634391170941668
2012-03-01,4.828112544749625,5.1455258395796575
2012-04-01,4.349159452415771,4.912997033019478
2012-05-01,4.98326457096145,5.491040842082589
2012-06-01,4.672980738772765,5.17250005581004
2012-07-01,4.673221073867048,5.099622273795885
2012-08-01,4.741757579898418,5.32362135703554
2012-09-01,4.026993700852319,4.1375172516366705
2012-10-01,4.5114486486668275,4.734614212584058
2012-11-01,4.590703408813399,4.823792094593795
2012-12-01,3.6120488170625817,4.131091043645944
2013-01-01,4.314706279726217,4.829707000732083
2013-02-01,4.110785554600467,4.69978808447465
2013-03-01,3.8719560293934974,4.427998756206166
2013-04-01,4.022375840479284,4.374289558942594
2013-05-01,4.2561444413728875,4.844553292777693
2013-06-01,4.111018803192666,4.743977376624268
2013-07-01,3.96537906666432,4.578507769547861
2013-08-01,4.289524394729689,5.091850385173755
2013-09-01,4.329175998276536,5.021393651447949
2013-10-01,3.8361345121998376,4.637207492800762
2013-11-01,4.2830858848765825,5.051229613875089
2013-12-01,3.402376193739507,3.927597734155382
2014-01-01,4.241140682531095,4.806181176966593
2014-02-01,3.6925546092139405,4.2343880510309955
2014-03-01,3.8940531081067298,4.240621357376828
2014-04-01,3.4257866957332745,3.7898751574162497
2014-05-01,3.8047360043494334,4.408916043679353
2014-06-01,3.7142936181658808,4.264905492495154
2014-07-01,4.7188356122126045,5.485458193577171
2014-08-01,4.626900159789174,5.110503203579948
2014-09-01,5.414205756812093,6.085552040533913
2014-10-01,4.8085869252612055,5.583908296313997
2014-11-01,5.065771361407294,5.525696327477796
2014-12-01,5.829067325110688,6.48572829721955
2015-01-01,5.58253054945218,6.136343023636313
2015-02-01,4.50163390789112,4.805148692954705
2015-03-01,6.178375399164908,6.728642295468553
2015-04-01,5.300706047824807,6.011848786196273
2015-05-01,4.931664792296897,5.802360923992402
2015-06-01,4.933435462994721,5.853128206559174
2015-07-01,5.336651121332022,6.03198605661594
2015-08-01,5.492740601759536,5.8961426825113925
2015-09-01,5.013022653962104,5.693679451936996
2015-10-01,4.278213079223148,4.8252614573356265
2015-11-01,4.322378287033423,4.841712106619143
2015-12-01,5.297144567945497,5.864882239189501
2016-01-01,5.318938145688123,5.8466497415496805
2016-02-01,4.904219911768397,5.489004210190166
2016-03-01,4.966224240044183,5.507236564010791
2016-04-01,4.628209859023595,5.072900445310875
2016-05-01,4.940526799287978,5.512723877616418
2016-06-01,5.275754342112333,5.886554074032722
2016-07-01,5.293383244775323,5.63264920417514
2016-08-01,5.156362564796814,5.9254809481180715
2016-09-01,4.875810075849586,5.701631201098854
2016-10-01,4.743368365367167,5.25352352707036
2016-11-01,4.498686871041184,5.069381014489782
2016-12-01,5.049909179699058,5.855884897103356
2017-01-01,6.031808257454868,7.267416084358383
2017-02-01,5.973353644176595,6.728689111800314
2017-03-01,6.5137248706417985,7.293116683523286
2017-04-01,6.046724123314783,6.841171629070088
2017-05-01,5.397335149804327,6.367954693463454
2017-06-01,5.68106367624268,6.603911409211256
2017-07-01,4.672897278846063,5.286655543602517
2017-08-01,4.921884313726399,5.49119023511383
2017-09-01,5.667308213315323,6.599002739588703
2017-10-01,6.223704954682698,7.253909553610587
2017-11-01,6.24768761223186,7.041322187142702
2017-12-01,5.518740519237587,5.938737325584524
2018-01-01,5.4559835791434965,5.819625188967892
2018-02-01,5.59672933660247,6.321233403866827
2018-03-01,5.592988213225861,6.2222674622046865
2018-04-01,5.132161384395371,6.136006430602194
2018-05-01,5.863979050436876,6.844805833215715
2018-06-01,5.994140069690097,6.629256947136912
2018-07-01,5.4447676072066855,6.086618228339532
2018-08-01,5.696177036163534,6.444068923296554
2018-09-01,6.21427976261621,6.830909765112422
2018-10-01,5.180215752188736,5.525087607340688
2018-11-01,4.453553488631941,4.972809167954538
2018-12-01,5.5142891397318845,6.389931166246317
2019-01-01,6.062656355907412,6.702734829740914
2019-02-01,4.882847988170306,5.3639108071979
2019-03-01,4.369765791876871,5.048956909836839
2019-04-01,5.464582065603767,6.289569936817125
2019-05-01,5.506381618818594,6.062822061484127
2019-06-01,5.8096242861447145,6.732405128358448
2019-07-01,5.854839212680301,6.674558596115546
2019-08-01,5.792047164941951,6.587410687816962
2019-09-01,6.210418704347864,7.074838589565021
2019-10-01,4.872541664751202,5.781711197476461
2019-11-01,6.176037313288747,7.08982698493594
2019-12-01,5.455162146464173,6.43547733739335
2020-01-01,5.9021582539068325,6.692313563214475
2020-02-01,5.887770379324541,6.878571997018038
2020-03-01,5.94225715619971,7.05279554774147
2020-04-01,4.5879634969183805,5.529694093213059
2020-05-01,4.491551296557039,4.897867515894509
2020-06-01,4.56246714606154,5.034050168465535
2020-07-01,5.380131126235717,6.205041107400257
2020-08-01,4.736492423372067,5.558865496210448
2020-09-01,4.629657442624917,5.577808229166695
2020-10-01,4.553872844592552,5.366563185899396
2020-11-01,4.495361108192498,5.1408579579795886
2020-12-01,5.805318705729344,7.199290164053654
2021-01-01,3.7376084149130606,4.350190897342409
2021-02-01,4.0127046151769745,4.683453776866613
2021-03-01,4.582093668826263,5.373951838586695
2021-04-01,6.057142507605753,7.325751700426121
2021-05-01,6.045270268740506,6.88795426135195
2021-06-01,5.754846897793894,7.025420671509244
2021-07-01,4.687925698307254,5.829250458352029
2021-08-01,5.042620473169357,5.712033653777497
2021-09-01,6.368580545451734,7.3209080945039
2021-10-01,6.664148560681641,7.38163178730578
2021-11-01,6.481946337292968,7.188639367673452
2021-12-01,6.991795429238447,8.432455845633198
2022-01-01,6.120425739136208,6.964060721235707
2022-02-01,6.795472298589169,7.6509857265173755
2022-03-01,6.669346342793836,7.746417243257192
2022-04-01,7.741322482458359,8.83896401637878
2022-05-01,6.5643859672453235,7.622145655650055
2022-06-01,6.193886136345043,7.057480078398748
2022-07-01,5.177886682059265,5.987421744096202
2022-08-01,5.5977686046860775,6.587642770187843
2022-09-01,5.748146008081108,6.689037210784268
2022-10-01,6.904011001819321,7.9737091709279175
2022-11-01,6.254154875688096,7.225733432404481
2022-12-01,6.6330847855771395,7.374792861321658
2023-01-01,6.514003079591949,7.333768195490306
2023-02-01,5.59340332127719,6.389214341246717
2023-03-01,6.354871346934185,6.9995715106407035
2023-04-01,6.445813420183239,7.452015839382538
2023-05-01,6.794651965388995,7.663306981712538
2023-06-01,7.025709296679346,8.350125469651722
2023-07-01,5.381246015150014,6.44030484828688
2023-08-01,5.572411044728191,6.625225841229778
2023-09-01,4.620849930776864,4.936379366865002
2023-10-01,5.633835686521792,6.3131352970430665
