date,Tot,TotAdj,Age1635
2019-12-01,19.0280911903396,21.2144983538439,37.7850513412879
2020-01-01,19.2570353678914,21.7737515467578,37.9321466990831
2020-02-01,19.3980948980449,21.9563883975487,39.045360013459
2020-03-01,19.1914082766706,21.6246312582133,37.9696409833713
2020-04-01,16.1252431832927,17.903135078714,29.2949227044429
2020-05-01,16.7679728796021,18.7225355308964,30.5585810962186
2020-06-01,17.5035384571881,19.4882054808948,31.5010284939658
2020-07-01,17.5122205664998,19.5257527005147,32.6014621850664
2020-08-01,17.8724890457592,20.1310171620741,33.3240924473013
2020-09-01,17.4879109305895,19.5967837012367,33.0489264650556
2020-10-01,17.9282749732254,20.2549963230249,33.9870555212381
2020-11-01,17.6910033186277,20.110913879651,34.7767702622151
2020-12-01,17.7977008373683,20.1596795961357,35.2054892919613
2021-01-01,17.5335048893059,19.8519876332721,33.7752551992098
2021-02-01,17.6778136154209,20.0967853884193,32.8355067962148
2021-03-01,18.1811446784938,20.5937279007353,34.8057731597403
2021-04-01,18.4415878376799,20.7718427440943,34.8613127045648
2021-05-01,18.571284978167,21.0647863048172,36.4164547860332
2021-06-01,18.9350045243982,21.5428736008698,36.6689309016791
2021-07-01,18.8823465851984,21.4742750628759,36.3624281184746
2021-08-01,19.1186128208879,21.737536025282,37.2294816223011
2021-09-01,20.1865105483445,22.7891930987725,38.6472530305806
2021-10-01,20.0656688414068,22.7667534149409,40.2970028861494
2021-11-01,21.2303232591615,24.1723128189732,42.7311904281999
2021-12-01,20.5170233940596,23.547551039977,40.6775722141002
2022-01-01,20.9140633594762,23.7272849869041,41.744405682109
2022-02-01,20.9375016138124,23.5826594397799,41.5771454585503
2022-03-01,21.1858215916991,23.8368349880209,39.9745622531977
2022-04-01,21.2807043629533,24.0005815532962,42.3492797293623
2022-05-01,21.3202165942333,24.0899452255698,41.7987354569237
2022-06-01,21.1481144117161,23.9131128468551,43.4053571860102
2022-07-01,20.9389590819852,23.8083465721033,41.0018737170498
2022-08-01,20.6814759860184,23.8198727249272,42.316698596264
2022-09-01,21.4110525953524,24.3258031791711,42.1685812124454
2022-10-01,21.8021977683918,24.6801848465286,42.2907055761787
2022-11-01,22.0546477663878,24.7518256250418,41.9177144392011
2022-12-01,22.294136786191,25.2211705212298,42.2104932789407
2023-01-01,22.4591625411841,25.6194245885227,42.6180330081974
2023-02-01,22.3353450812411,25.720256641387,43.5226511375071
2023-03-01,22.0415428521558,25.4768358451899,44.3873841253562
2023-04-01,21.6412362910292,24.8075479245977,44.3577884494654
2023-05-01,22.4385956116044,25.8638793192278,45.3033255078162
2023-06-01,22.4435731644723,25.8257127781318,44.4525258611864
2023-07-01,23.0227740886792,26.6175370282932,45.9649964213083
2023-08-01,22.9486336855496,26.6859408581505,45.7394755477902
2023-09-01,22.457082790442,25.8291778058761,46.5163727271249
2023-10-01,22.3967473933372,25.8524015303571,44.1803904376234
