DATE,UMCSENT,GDPC1,PSAVERT,FEDFUNDS,UNRATE,CPI,RDGS10,RFF
1962-01-01,99.9,0.10976388901302113,11.566666666666668,2.4566666666666666,5.633333333333333,0.1653184798513521,3.650182513000185,2.089155576973249
1962-04-01,95.4,0.054833599450135245,11.433333333333332,2.606666666666667,5.533333333333334,0.02412373670297048,3.8310011436058815,2.562439816044554
1962-07-01,91.6,0.07340696508859004,11.133333333333333,2.8466666666666662,5.566666666666666,0.12429797366376213,3.7582960789990456,2.6153343267924427
1962-10-01,95.0,0.019665783393829628,10.666666666666666,2.9233333333333333,5.533333333333334,-0.023550884630105365,3.945745486107837,2.9671641463949183
1963-01-01,98.4,0.06825565161533848,10.733333333333334,2.966666666666667,5.766666666666667,0.08012429919540681,3.7519964358700224,2.8242234680970544
1963-04-01,91.7,0.06802511105857127,10.700000000000001,2.9633333333333334,5.733333333333333,0.059610576299307105,3.855364737102064,2.8540472767846037
1963-07-01,96.4,0.13127349203581085,10.433333333333332,3.33,5.5,0.06435133341195291,3.9136441092812895,3.210235018372199
1963-10-01,94.4,0.039158492280091155,11.066666666666668,3.453333333333333,5.566666666666666,0.0931528684313411,3.9454398585223998,3.2799654948638928
1964-01-01,99.5,0.1258933483560415,11.066666666666668,3.4633333333333334,5.466666666666666,0.03481694783445971,4.112500973829493,3.398535124863644
1964-04-01,98.5,0.06701959252440386,11.866666666666667,3.49,5.2,0.04173929030629827,4.125394968260093,3.414637392502517
1964-07-01,100.6,0.09328965135781102,11.366666666666667,3.456666666666667,5.0,0.0404019973203348,4.119316773385424,3.38147406054271
1964-10-01,99.9,0.018459169348769358,12.066666666666668,3.5766666666666667,4.966666666666666,0.0978030919731985,3.9914504023004818,3.394644245494325
1965-01-01,102.0,0.15124425751682352,11.200000000000001,3.9766666666666666,4.8999999999999995,0.03598273657288986,4.139712655110354,3.912697357203751
1965-04-01,105.4,0.07657398961746842,11.166666666666666,4.079999999999999,4.666666666666667,0.1736737579877195,3.8910952243529615,3.761598110355847
1965-07-01,103.4,0.1327259981130503,12.033333333333333,4.076666666666667,4.366666666666667,0.0057253502689957715,4.238514761169643,4.066011153666035
1965-10-01,102.9,0.13963040684544556,11.366666666666667,4.166666666666667,4.1000000000000005,0.13196237390101279,4.22936961914001,3.924735647848143
1966-01-01,100.0,0.14977448070248137,10.966666666666667,4.56,3.8666666666666667,0.19075657719929687,4.428233227748518,4.215578402279047
1966-04-01,95.7,0.02069517975219919,10.966666666666667,4.913333333333333,3.8333333333333335,0.11278913880118066,4.574258873236796,4.706553245531169
1966-07-01,91.2,0.05132318610326151,11.033333333333333,5.41,3.766666666666667,0.20705352041068875,4.7619781387363735,5.03040187924707
1966-10-01,88.3,0.049721419932774624,11.666666666666666,5.5633333333333335,3.6999999999999997,0.09424040246912568,4.830432695723896,5.390559262139937
1967-01-01,94.1,0.05368444330175756,12.5,4.823333333333333,3.8333333333333335,0.04421782297225088,4.501444813728362,4.742267324550873
