Date,Norway,New Mexico
1953-02-01,3345.5136666666667,756.5833333333334
1953-03-01,3348.273333333333,757.1666666666666
1953-04-01,3351.033,757.75
1953-05-01,3353.7926666666667,758.3333333333334
1953-06-01,3356.552333333333,758.9166666666666
1953-07-01,3359.312,759.5
1953-08-01,3362.0716666666667,760.0833333333334
1953-09-01,3364.831333333333,760.6666666666666
1953-10-01,3367.591,761.25
1953-11-01,3370.3506666666667,761.8333333333334
1953-12-01,3373.110333333333,762.4166666666666
1954-01-01,3375.87,763.0
1954-02-01,3378.5609166666663,764.8333333333334
1954-03-01,3381.2518333333333,766.6666666666666
1954-04-01,3383.94275,768.5
1954-05-01,3386.6336666666666,770.3333333333334
1954-06-01,3389.324583333333,772.1666666666666
1954-07-01,3392.0155,774.0
1954-08-01,3394.706416666667,775.8333333333334
1954-09-01,3397.3973333333333,777.6666666666666
1954-10-01,3400.08825,779.5
1954-11-01,3402.7791666666667,781.3333333333334
1954-12-01,3405.4700833333336,783.1666666666666
1955-01-01,3408.161,785.0
1955-02-01,3411.2870000000003,786.75
1955-03-01,3414.413,788.5
1955-04-01,3417.5389999999998,790.25
1955-05-01,3420.665,792.0
1955-06-01,3423.791,793.75
1955-07-01,3426.917,795.5
1955-08-01,3430.0429999999997,797.25
1955-09-01,3433.169,799.0
1955-10-01,3436.295,800.75
1955-11-01,3439.421,802.5
1955-12-01,3442.5469999999996,804.25
1956-01-01,3445.673,806.0
1956-02-01,3448.349083333333,809.4166666666666
1956-03-01,3451.0251666666663,812.8333333333334
1956-04-01,3453.70125,816.25
1956-05-01,3456.3773333333334,819.6666666666666
1956-06-01,3459.0534166666666,823.0833333333334
1956-07-01,3461.7295,826.5
1956-08-01,3464.405583333333,829.9166666666666
1956-09-01,3467.0816666666665,833.3333333333334
1956-10-01,3469.7577499999998,836.75
1956-11-01,3472.4338333333335,840.1666666666666
1956-12-01,3475.109916666667,843.5833333333334
1957-01-01,3477.786,847.0
1957-02-01,3480.4870833333334,850.25
1957-03-01,3483.188166666667,853.5
1957-04-01,3485.88925,856.75
1957-05-01,3488.5903333333335,860.0
1957-06-01,3491.291416666667,863.25
1957-07-01,3493.9925000000003,866.5
1957-08-01,3496.693583333333,869.75
1957-09-01,3499.3946666666666,873.0
1957-10-01,3502.09575,876.25
1957-11-01,3504.7968333333333,879.5
1957-12-01,3507.4979166666667,882.75
1958-01-01,3510.199,886.0
1958-02-01,3512.726666666667,888.75
1958-03-01,3515.2543333333333,891.5
1958-04-01,3517.782,894.25
1958-05-01,3520.3096666666665,897.0
1958-06-01,3522.8373333333334,899.75
1958-07-01,3525.365,902.5
1958-08-01,3527.8926666666666,905.25
1958-09-01,3530.4203333333335,908.0
1958-10-01,3532.948,910.75
1958-11-01,3535.4756666666667,913.5
1958-12-01,3538.003333333333,916.25
1959-01-01,3540.531,919.0
1959-02-01,3543.0329166666666,921.9166666666666
1959-03-01,3545.534833333333,924.8333333333334
1959-04-01,3548.03675,927.75
1959-05-01,3550.538666666667,930.6666666666666
1959-06-01,3553.0405833333334,933.5833333333334
1959-07-01,3555.5425,936.5
1959-08-01,3558.0444166666666,939.4166666666666
1959-09-01,3560.546333333333,942.3333333333334
1959-10-01,3563.04825,945.25
1959-11-01,3565.550166666667,948.1666666666666
1959-12-01,3568.0520833333335,951.0833333333334
1960-01-01,3570.554,954.0
1960-02-01,3572.5720833333335,954.9166666666666
1960-03-01,3574.590166666667,955.8333333333334
1960-04-01,3576.60825,956.75
1960-05-01,3578.6263333333336,957.6666666666666
1960-06-01,3580.644416666667,958.5833333333334
1960-07-01,3582.6625000000004,959.5
1960-08-01,3584.6805833333333,960.4166666666666
1960-09-01,3586.6986666666667,961.3333333333334
1960-10-01,3588.71675,962.25
1960-11-01,3590.7348333333334,963.1666666666666
1960-12-01,3592.752916666667,964.0833333333334
1961-01-01,3594.771,965.0
1961-02-01,3597.2758333333336,966.1666666666666
1961-03-01,3599.780666666667,967.3333333333334
1961-04-01,3602.2855,968.5
1961-05-01,3604.7903333333334,969.6666666666666
1961-06-01,3607.295166666667,970.8333333333334
1961-07-01,3609.8,972.0
1961-08-01,3612.3048333333336,973.1666666666666
1961-09-01,3614.809666666667,974.3333333333334
1961-10-01,3617.3145000000004,975.5
1961-11-01,3619.8193333333334,976.6666666666666
1961-12-01,3622.3241666666668,977.8333333333334
1962-01-01,3624.829,979.0
1962-02-01,3627.1773333333335,979.8333333333334
1962-03-01,3629.525666666667,980.6666666666666
1962-04-01,3631.8740000000003,981.5
1962-05-01,3634.2223333333336,982.3333333333334
1962-06-01,3636.570666666667,983.1666666666666
1962-07-01,3638.919,984.0
1962-08-01,3641.267333333333,984.8333333333334
1962-09-01,3643.6156666666666,985.6666666666666
1962-10-01,3645.964,986.5
1962-11-01,3648.3123333333333,987.3333333333334
1962-12-01,3650.6606666666667,988.1666666666666
1963-01-01,3653.009,989.0
1963-02-01,3655.263916666667,990.4166666666666
1963-03-01,3657.5188333333335,991.8333333333334
1963-04-01,3659.7737500000003,993.25
1963-05-01,3662.0286666666666,994.6666666666666
1963-06-01,3664.2835833333334,996.0833333333334
1963-07-01,3666.5385,997.5
1963-08-01,3668.793416666667,998.9166666666666
1963-09-01,3671.0483333333336,1000.3333333333334
1963-10-01,3673.30325,1001.75
1963-11-01,3675.5581666666667,1003.1666666666666
1963-12-01,3677.8130833333335,1004.5833333333334
1964-01-01,3680.068,1006.0
1964-02-01,3682.4464166666667,1006.5
1964-03-01,3684.8248333333336,1007.0
1964-04-01,3687.20325,1007.5
1964-05-01,3689.581666666667,1008.0
1964-06-01,3691.9600833333334,1008.5
1964-07-01,3694.3385,1009.0
1964-08-01,3696.7169166666667,1009.5
1964-09-01,3699.095333333333,1010.0
1964-10-01,3701.47375,1010.5
1964-11-01,3703.8521666666666,1011.0
1964-12-01,3706.2305833333335,1011.5
1965-01-01,3708.609,1012.0
1965-02-01,3711.0329166666666,1011.5833333333334
1965-03-01,3713.456833333333,1011.1666666666666
1965-04-01,3715.88075,1010.75
1965-05-01,3718.3046666666664,1010.3333333333334
1965-06-01,3720.728583333333,1009.9166666666666
1965-07-01,3723.1525,1009.5
1965-08-01,3725.576416666667,1009.0833333333334
1965-09-01,3728.0003333333334,1008.6666666666666
1965-10-01,3730.42425,1008.25
1965-11-01,3732.8481666666667,1007.8333333333334
1965-12-01,3735.2720833333333,1007.4166666666666
1966-01-01,3737.696,1007.0
1966-02-01,3740.3512499999997,1006.4166666666666
1966-03-01,3743.0065,1005.8333333333334
1966-04-01,3745.66175,1005.25
1966-05-01,3748.317,1004.6666666666666
1966-06-01,3750.97225,1004.0833333333334
1966-07-01,3753.6275,1003.5
1966-08-01,3756.2827500000003,1002.9166666666666
1966-09-01,3758.938,1002.3333333333334
1966-10-01,3761.59325,1001.75
1966-11-01,3764.2485,1001.1666666666666
1966-12-01,3766.9037500000004,1000.5833333333334
1967-01-01,3769.559,1000.0
1967-02-01,3772.3023333333335,999.5
1967-03-01,3775.045666666667,999.0
1967-04-01,3777.789,998.5
1967-05-01,3780.5323333333336,998.0
1967-06-01,3783.275666666667,997.5
1967-07-01,3786.0190000000002,997.0
1967-08-01,3788.762333333333,996.5
1967-09-01,3791.5056666666665,996.0
1967-10-01,3794.249,995.5
1967-11-01,3796.992333333333,995.0
1967-12-01,3799.7356666666665,994.5
1968-01-01,3802.479,994.0
1968-02-01,3805.2295833333333,995.4166666666666
1968-03-01,3807.9801666666663,996.8333333333334
1968-04-01,3810.7307499999997,998.25
1968-05-01,3813.481333333333,999.6666666666666
1968-06-01,3816.2319166666666,1001.0833333333334
1968-07-01,3818.9825,1002.5
1968-08-01,3821.733083333333,1003.9166666666666
1968-09-01,3824.4836666666665,1005.3333333333334
1968-10-01,3827.23425,1006.75
1968-11-01,3829.984833333333,1008.1666666666666
1968-12-01,3832.7354166666664,1009.5833333333334
1969-01-01,3835.486,1011.0
1969-02-01,3838.067833333333,1011.5045833333334
1969-03-01,3840.6496666666667,1012.0091666666667
1969-04-01,3843.2315,1012.51375
1969-05-01,3845.813333333333,1013.0183333333333
1969-06-01,3848.3951666666667,1013.5229166666667
1969-07-01,3850.977,1014.0274999999999
1969-08-01,3853.558833333333,1014.5320833333333
1969-09-01,3856.1406666666667,1015.0366666666666
1969-10-01,3858.7225,1015.54125
1969-11-01,3861.304333333333,1016.0458333333333
1969-12-01,3863.8861666666667,1016.5504166666666
1970-01-01,3866.468,1017.055
1970-02-01,3868.28775,1020.1118333333333
1970-03-01,3870.1075,1023.1686666666667
1970-04-01,3871.9272499999997,1026.2255
1970-05-01,3873.747,1029.2823333333333
1970-06-01,3875.56675,1032.3391666666666
1970-07-01,3877.3864999999996,1035.396
1970-08-01,3879.2062499999997,1038.4528333333333
1970-09-01,3881.026,1041.5096666666668
1970-10-01,3882.84575,1044.5665000000001
1970-11-01,3884.6655,1047.6233333333334
1970-12-01,3886.4852499999997,1050.6801666666668
1971-01-01,3888.305,1053.737
1971-02-01,3890.7606666666666,1055.817
1971-03-01,3893.2163333333333,1057.897
1971-04-01,3895.672,1059.977
1971-05-01,3898.1276666666668,1062.057
1971-06-01,3900.5833333333335,1064.137
1971-07-01,3903.0389999999998,1066.217
1971-08-01,3905.4946666666665,1068.297
1971-09-01,3907.950333333333,1070.377
1971-10-01,3910.406,1072.4569999999999
1971-11-01,3912.8616666666667,1074.5369999999998
1971-12-01,3915.3173333333334,1076.617
1972-01-01,3917.773,1078.697
1972-02-01,3920.3115000000003,1080.933
1972-03-01,3922.8500000000004,1083.1689999999999
1972-04-01,3925.3885,1085.405
1972-05-01,3927.927,1087.6409999999998
1972-06-01,3930.4655000000002,1089.877
1972-07-01,3933.004,1092.1129999999998
1972-08-01,3935.5425,1094.349
1972-09-01,3938.081,1096.585
1972-10-01,3940.6195000000002,1098.821
1972-11-01,3943.1580000000004,1101.057
1972-12-01,3945.6965,1103.293
1973-01-01,3948.235,1105.529
